Response,Breakdown,Demo,Value
Neutral ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Row,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),1.552
Neutral ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Row,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),5.691
Neutral ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Row,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),8.828
Neutral ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Row,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),24.134
Neutral ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Row,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),7.386
Neutral ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Row,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),17.168
Neutral ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Row,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),10.898
Neutral ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Row,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),21.983
Neutral ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Row,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),0.765
Neutral ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Row,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),1.595
Neutral ~ Media advertising will promote cannabis brands but not necessarily the quality. , Index,Totals,100
Neutral ~ Media advertising will promote cannabis brands but not necessarily the quality. , Index,Have Personally Used Cannabis for Medical OR Recreational Purposes,116
Neutral ~ Media advertising will promote cannabis brands but not necessarily the quality. , Index,Non User ~ When Last Consumed Cannabis - Personally,108
Neutral ~ Media advertising will promote cannabis brands but not necessarily the quality. , Index,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),101
Neutral ~ Media advertising will promote cannabis brands but not necessarily the quality. , Index,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),93
Neutral ~ Media advertising will promote cannabis brands but not necessarily the quality. , Index,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),111
Neutral ~ Media advertising will promote cannabis brands but not necessarily the quality. , Index,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),104
Neutral ~ Media advertising will promote cannabis brands but not necessarily the quality. , Index,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),128
Neutral ~ Media advertising will promote cannabis brands but not necessarily the quality. , Index,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),118
Neutral ~ Media advertising will promote cannabis brands but not necessarily the quality. , Index,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),117
Neutral ~ Media advertising will promote cannabis brands but not necessarily the quality. , Index,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),111
Neutral ~ Media advertising will promote cannabis brands but not necessarily the quality. , Index,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),108
Neutral ~ Media advertising will promote cannabis brands but not necessarily the quality. , Index,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),109
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Audience(000),Totals,6170.732
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Audience(000),Have Personally Used Cannabis for Medical OR Recreational Purposes,1476.156
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Audience(000),Non User ~ When Last Consumed Cannabis - Personally,4694.576
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Audience(000),(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),88.283
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Audience(000),(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),437.303
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Audience(000),(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),534.3
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Audience(000),(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),1618.429
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Audience(000),(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),293.706
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Audience(000),(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),972.824
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Audience(000),(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),512.187
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Audience(000),(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),1534.015
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Audience(000),(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),47.681
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Audience(000),(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),132.005
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Resps,Totals,8525
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Resps,Have Personally Used Cannabis for Medical OR Recreational Purposes,2060
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Resps,Non User ~ When Last Consumed Cannabis - Personally,6465
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Resps,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),209
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Resps,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),783
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Resps,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),935
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Resps,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),2785
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Resps,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),415
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Resps,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),1383
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Resps,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),438
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Resps,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),1316
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Resps,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),63
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , Resps,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),198
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Col,Totals,19.484
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Col,Have Personally Used Cannabis for Medical OR Recreational Purposes,18.432
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Col,Non User ~ When Last Consumed Cannabis - Personally,22.757
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Col,(Pre Boomers (Prior to 1946) (Age 69+) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),18.144
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Col,(Pre Boomers (Prior to 1946) (Age 69+) AND  Non User ~ When Last Consumed Cannabis - Personally),22.542
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Col,(Boomers (born 1946-1964) (Age 51-68) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),21.295
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Col,(Boomers (born 1946-1964) (Age 51-68) AND  Non User ~ When Last Consumed Cannabis - Personally),22.051
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Col,(Gen X (1965-1976) (Age 39-50) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),16.045
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Col,(Gen X (1965-1976) (Age 39-50) AND  Non User ~ When Last Consumed Cannabis - Personally),21.061
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Col,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),17.319
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Col,(Millennials (Gen Y) (1977-1996) (Age 19-38) AND  Non User ~ When Last Consumed Cannabis - Personally),24.485
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Col,(Gen Z (1997-present) (Age <=18) AND (Have Personally Used Cannabis for Medical OR Recreational Purposes)),21.167
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Col,(Gen Z (1997-present) (Age <=18)AND  Non User ~ When Last Consumed Cannabis - Personally),28.356
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Row,Totals,100
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Row,Have Personally Used Cannabis for Medical OR Recreational Purposes,23.922
Disagree ~ Media advertising will promote cannabis brands but not necessarily the quality. , %Row,Non User ~ When Last Consumed Cannabis - Personally,76.078
